Date,AAPL,MSFT,GOOG,GOOGL,AMZN,NVDA,TSLA,META,AVGO,ASML,PEP,COST,ADBE,AZN,CSCO,NFLX,AMD,CMCSA,TMUS,TXN,QCOM,HON,INTU,INTC,AMGN,SBUX,ISRG,AMAT,BKNG,ADI,MDLZ,PDD,GILD,ADP,VRTX,ABNB,LRCX,PYPL,REGN,PANW,MU,CSX,SNPS,CDNS,KLAC,ORLY,FTNT,WDAY,MNST,MAR
2021-07-08,141.2039031982422,271.41192626953125,129.177001953125,125.04399871826172,186.57049560546875,198.69400024414062,217.60333251953125,345.6499938964844,441.6623229980469,656.8684692382812,139.97019958496094,400.00616455078125,605.9500122070312,56.23596954345703,49.7671012878418,530.760009765625,89.73999786376953,54.86576843261719,146.22169494628906,175.42919921875,130.7337646484375,208.4972381591797,498.16357421875,51.36704635620117,225.2233123779297,110.06549835205078,317.2900085449219,129.65963745117188,2163.919921875,156.59417724609375,59.77273941040039,108.7699966430664,61.642425537109375,191.9532928466797,197.74000549316406,142.52999877929688,589.1857299804688,295.04998779296875,574.9199829101562,128.836669921875,75.90650939941406,29.976573944091797,278.8599853515625,137.30999755859375,293.90948486328125,581.530029296875,50.58599853515625,237.08999633789062,44.91999816894531,135.37059020996094
2021-07-09,143.04734802246094,271.9206848144531,129.57449340820312,125.51850128173828,185.9669952392578,200.16651916503906,218.98333740234375,350.4200134277344,450.7490539550781,674.09716796875,139.6152801513672,405.1346435546875,604.5,56.58708953857422,50.21562957763672,535.97998046875,90.9000015258789,54.67731857299805,145.37538146972656,177.321044921875,133.70216369628906,213.26950073242188,496.6163330078125,51.9234733581543,226.07151794433594,111.46990203857422,316.9266662597656,131.9783172607422,2194.989990234375,158.84886169433594,59.839210510253906,111.06999969482422,62.125057220458984,193.72198486328125,198.16000366210938,149.63999938964844,595.8161010742188,300.2099914550781,580.4000244140625,130.0800018310547,77.51107025146484,30.828895568847656,280.75,138.5,299.4078063964844,591.6500244140625,51.36199951171875,239.94000244140625,45.119998931884766,140.13076782226562
2021-07-12,142.4459991455078,271.3141784667969,130.56399536132812,126.97550201416016,185.92750549316406,204.78128051757812,228.56666564941406,353.1600036621094,455.9776306152344,690.136474609375,139.64332580566406,400.7233581542969,600.2000122070312,57.41269302368164,49.73907470703125,537.3099975585938,90.80999755859375,54.8940315246582,146.26150512695312,178.8587188720703,134.6853485107422,213.9159698486328,497.7693786621094,52.60972595214844,225.30630493164062,112.40933227539062,319.6833190917969,133.837158203125,2204.0,160.07171630859375,59.77273941040039,110.5199966430664,61.988468170166016,193.75051879882812,198.33999633789062,146.69000244140625,608.03662109375,302.9700012207031,574.030029296875,129.50999450683594,78.31826782226562,30.74172592163086,278.55999755859375,137.72999572753906,304.5083923339844,591.510009765625,51.15800094604492,236.38999938964844,45.584999084472656,139.4324951171875
2021-07-13,143.5697784423828,274.8948669433594,130.9945068359375,127.34149932861328,183.8679962158203,202.16070556640625,222.84666442871094,352.0899963378906,454.3443298339844,688.7811889648438,142.86566162109375,399.9177551269531,605.010009765625,57.51708221435547,49.82316970825195,540.6799926757812,90.26000213623047,54.47945022583008,147.12774658203125,178.187744140625,133.4658203125,213.0223388671875,499.3363037109375,52.73955535888672,225.7303924560547,113.44367218017578,318.75,133.3382110595703,2188.43994140625,159.7946319580078,59.88669204711914,112.06999969482422,61.9338264465332,193.90267944335938,198.3300018310547,143.41000366210938,607.3075561523438,301.19000244140625,577.010009765625,129.3333282470703,77.2255859375,30.702987670898438,278.0899963378906,137.72000122070312,302.17138671875,589.5,51.40800094604492,232.99000549316406,46.0099983215332,136.0590362548828
2021-07-14,147.02989196777344,276.3916931152344,132.08250427246094,128.23699951171875,184.08399963378906,198.08253479003906,217.7933349609375,347.6300048828125,452.0726623535156,698.6193237304688,144.3413848876953,402.757080078125,608.8300170898438,56.748416900634766,50.54267883300781,547.9500122070312,89.05000305175781,54.432350158691406,148.25282287597656,178.26229858398438,135.8954315185547,216.53025817871094,498.2226867675781,52.41497802734375,225.61053466796875,113.6808853149414,318.3599853515625,132.71206665039062,2176.6201171875,158.74375915527344,60.30447769165039,108.94000244140625,61.86098098754883,194.4636993408203,197.88999938964844,139.08999633789062,600.706298828125,300.75,581.0599975585938,128.76666259765625,77.26497650146484,30.644872665405273,279.0799865722656,138.8300018310547,299.7568359375,595.0399780273438,51.167999267578125,232.02999877929688,46.5,137.3277587890625
2021-07-15,146.36941528320312,274.94378662109375,131.26649475097656,127.00499725341797,181.55999755859375,189.34471130371094,216.86666870117188,344.4599914550781,448.0831298828125,686.3631591796875,145.0045166015625,404.59423828125,606.1699829101562,54.05333709716797,50.13153076171875,542.9500122070312,86.93000030517578,54.60194396972656,147.69525146484375,175.44781494140625,133.7305450439453,221.321533203125,495.8673400878906,51.75654220581055,227.38999938964844,112.89328002929688,317.88665771484375,130.31515502929688,2169.389892578125,156.35533142089844,60.88370132446289,110.73999786376953,62.19792938232422,196.8695526123047,200.08999633789062,137.5,593.7648315429688,296.510009765625,589.3200073242188,129.27999877929688,75.719482421875,30.809524536132812,277.67999267578125,137.5500030517578,294.5494689941406,597.4600219726562,51.2599983215332,228.6999969482422,46.810001373291016,137.2294158935547
2021-07-16,144.30911254882812,274.66986083984375,131.8455047607422,126.97000122070312,178.68150329589844,181.30567932128906,214.74000549316406,341.1600036621094,439.38134765625,670.2555541992188,145.5369110107422,403.169677734375,606.0999755859375,53.89201354980469,50.17824935913086,530.3099975585938,85.88999938964844,54.22504806518555,148.76060485839844,173.45347595214844,132.076171875,218.96392822265625,494.2314453125,50.97755432128906,228.61622619628906,112.6655502319336,316.7033386230469,125.40384674072266,2144.719970703125,153.279052734375,61.016632080078125,107.44999694824219,62.49843215942383,195.5097198486328,202.27999877929688,134.30999755859375,572.1234741210938,294.6300048828125,583.239990234375,129.43333435058594,73.83928680419922,30.51896095275879,276.55999755859375,137.6699981689453,284.33843994140625,601.2999877929688,51.6879997253418,227.52999877929688,46.53499984741211,132.82327270507812
2021-07-19,140.42515563964844,271.0108337402344,129.25399780273438,124.5780029296875,177.47950744628906,187.48281860351562,215.4066619873047,336.95001220703125,437.12841796875,666.9210205078125,145.5182342529297,406.88336181640625,602.0499877929688,53.597835540771484,49.58022689819336,532.280029296875,86.58000183105469,53.35820007324219,143.98147583007812,173.56532287597656,131.20640563964844,209.77110290527344,491.54107666015625,50.67151641845703,227.482177734375,109.42972564697266,310.7300109863281,125.83430480957031,2067.550048828125,151.8842315673828,60.78873825073242,104.69000244140625,62.13418197631836,191.7821044921875,199.24000549316406,131.8800048828125,575.0790405273438,294.8500061035156,585.22998046875,129.81333923339844,73.41600799560547,29.850664138793945,274.4800109863281,137.72000122070312,285.4148254394531,594.4500122070312,51.32600021362305,226.14999389648438,46.125,128.69252014160156
2021-07-20,144.0725555419922,273.2708435058594,131.10150146484375,126.20950317382812,178.6595001220703,185.80812072753906,220.1666717529297,341.6600036621094,439.8694152832031,666.9697265625,145.5369110107422,408.93670654296875,608.719970703125,54.603736877441406,50.06611633300781,531.0499877929688,87.11000061035156,53.78221130371094,143.7723846435547,174.99118041992188,131.92491149902344,218.32696533203125,501.1790771484375,51.227943420410156,227.62969970703125,111.42244720458984,318.3500061035156,129.1117706298828,2130.429931640625,153.72808837890625,61.1590576171875,102.25,62.981082916259766,193.1704559326172,196.5500030517578,136.08999633789062,590.2162475585938,298.07000732421875,587.239990234375,133.663330078125,74.21334838867188,30.1993408203125,277.8900146484375,139.7899932861328,293.59918212890625,607.3800048828125,52.768001556396484,230.8300018310547,46.85499954223633,132.80360412597656
2021-07-21,143.33319091796875,275.3057861328125,132.60049438476562,127.54900360107422,179.25999450683594,193.77476501464844,218.42999267578125,346.2300109863281,449.6601257324219,702.9971313476562,144.99517822265625,407.7283020019531,612.260009765625,54.82200622558594,50.34645462036133,513.6300048828125,89.41000366210938,54.470027923583984,143.941650390625,181.02085876464844,134.40174865722656,220.40890502929688,506.98370361328125,52.14603805541992,225.7488555908203,113.1779556274414,314.9800109863281,135.01116943359375,2194.030029296875,157.482666015625,60.78873825073242,104.5199966430664,62.298099517822266,194.4352264404297,196.27000427246094,139.25,619.5379028320312,301.7699890136719,583.719970703125,130.60667419433594,75.98526763916016,30.577077865600586,278.2200012207031,140.75999450683594,307.28179931640625,604.3900146484375,52.93000030517578,237.36000061035156,46.67499923706055,138.0457305908203
2021-07-22,144.71331787109375,279.9431457519531,133.32850646972656,128.42149353027344,181.90150451660156,195.61167907714844,216.4199981689453,351.19000244140625,447.135009765625,711.6943359375,144.948486328125,410.2138671875,623.6799926757812,55.0023078918457,50.963165283203125,511.7699890136719,91.20999908447266,54.45118713378906,144.12086486816406,171.3938751220703,134.656982421875,221.25498962402344,513.7440185546875,51.895652770996094,225.64744567871094,116.3663330078125,324.6300048828125,134.20892333984375,2194.409912109375,154.78854370117188,60.61782455444336,104.95999908447266,62.516658782958984,193.31309509277344,196.02000427246094,139.47000122070312,618.254638671875,303.69000244140625,586.8800048828125,132.7866668701172,74.35116577148438,31.642473220825195,281.6000061035156,143.02000427246094,304.83807373046875,609.0399780273438,54.150001525878906,237.9199981689453,46.685001373291016,136.21640014648438
2021-07-23,146.44827270507812,283.3966369628906,137.8159942626953,133.01499938964844,182.83200073242188,195.25228881835938,214.4600067138672,369.7900085449219,453.5369873046875,729.45947265625,146.80714416503906,416.00054931640625,625.8699951171875,55.2585334777832,51.607913970947266,515.4099731445312,92.1500015258789,54.988258361816406,143.37411499023438,175.10496520996094,136.96368408203125,218.0037841796875,520.7608032226562,49.150634765625,228.39492797851562,119.53575897216797,325.4866638183594,135.4318389892578,2202.570068359375,156.25022888183594,61.61482620239258,97.30999755859375,62.85358810424805,195.9661865234375,200.5,138.72999572753906,622.4739990234375,308.5299987792969,586.3499755859375,133.8733367919922,74.75476837158203,31.778072357177734,285.07000732421875,145.6699981689453,311.0442199707031,620.9199829101562,55.141998291015625,240.39999389648438,48.14500045776367,136.8851776123047
2021-07-26,146.87217712402344,282.7901306152344,139.64450073242188,134.03500366210938,184.99099731445312,192.61671447753906,219.2066650390625,372.4599914550781,452.6827697753906,735.2609252929688,146.7044219970703,415.8041076660156,620.7999877929688,53.89201354980469,51.83216857910156,516.489990234375,91.81999969482422,55.30861282348633,144.33990478515625,176.4263153076172,135.65907287597656,217.93722534179688,521.6279907226562,50.36548614501953,225.96092224121094,119.62113952636719,322.0333251953125,135.4807586669922,2230.699951171875,156.5845947265625,61.56735610961914,88.70999908447266,62.60771942138672,196.14682006835938,198.92999267578125,142.0,622.5906982421875,306.79998779296875,577.780029296875,132.99667358398438,75.1091537475586,31.85555648803711,283.8900146484375,144.97000122070312,308.97882080078125,619.5599975585938,54.46799850463867,238.61000061035156,48.0,140.14060974121094
